time,rating,free_text,do_better,free_text_len,do_better_len,rating_score,classif,classif_scores,sentiment,sentiment_score,improvement_labels,polarity,subjectivity,neg,neu,pos,compound
2024-01-09 19:47:27,Neither likely nor unlikely,no comment,no comment,2,2,3,neutral,0.9523019790649414,negative,0.7214111685752869,No Improvement Suggestion,0.0,0.0,0.688,0.312,0.0,-0.296
2024-01-09 20:56:35,Extremely likely,,,0,0,5,neutral,0.9549600481987,neutral,0.4012986421585083,,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10 08:17:29,Likely,,,0,0,4,neutral,0.9549600481987,neutral,0.4012986421585083,,0.0,0.0,0.0,0.0,0.0,0.0
